,Age,Income,Family,CCAvg,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,EDU,Account_Holder_Category
305,60,22,1,1.3,123,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
306,55,79,3,0.8,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
307,42,33,1,1.4,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
308,32,128,2,4.33,0,0,0,1,1,1,Under Graduate,Hold CD Account
309,62,91,1,3.8,0,0,1,0,1,0,Under Graduate,Hold Securities account
310,57,39,4,0.9,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
311,52,121,1,7.3,167,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
312,36,21,1,0.67,0,0,1,0,1,0,Professional,Hold Securities account
313,34,41,3,2.3,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
314,63,45,2,0.7,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
315,24,51,3,0.3,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
316,57,165,1,1.6,0,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
317,40,119,2,4.2,0,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
318,27,110,4,1.8,190,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
319,65,20,3,0.7,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
320,60,64,1,0.8,248,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
321,44,101,3,4.4,82,1,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
322,63,101,1,3.9,0,1,1,1,1,0,Under Graduate,Hold Securities and Deposit Account
323,59,99,1,4.4,0,1,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
324,56,158,4,6.1,0,1,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
325,54,89,1,1.9,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
326,52,80,1,1.3,0,0,0,1,1,1,Professional,Hold CD Account
327,58,114,2,2.0,402,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
328,60,49,3,0.5,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
329,28,191,1,6.33,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
330,54,78,4,1.0,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
331,32,28,3,1.0,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
332,59,42,1,0.8,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
333,63,140,1,2.5,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
334,48,45,1,1.3,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
335,56,122,2,0.3,360,0,0,1,1,1,Under Graduate,Hold CD Account
336,36,65,3,2.6,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
337,57,68,1,1.4,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
338,29,153,2,2.0,392,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
339,39,89,4,1.4,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
340,59,91,1,2.6,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
341,31,55,4,2.0,185,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
342,43,118,2,3.3,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
343,35,22,1,0.67,103,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
344,54,63,3,1.4,138,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
345,51,12,4,0.5,78,0,1,0,1,0,Graduate,Hold Securities account
346,44,50,3,2.7,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
347,25,43,2,1.6,0,0,1,1,1,1,Professional,Hold Securities and Deposit Account
348,40,173,4,6.6,0,1,0,1,1,1,Under Graduate,Hold CD Account
349,26,60,2,3.0,132,1,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
350,39,113,1,1.0,0,0,1,0,1,0,Professional,Hold Securities account
351,28,155,4,5.3,0,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
352,52,91,4,1.0,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
353,53,55,4,1.1,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
354,44,173,2,1.4,419,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
355,43,71,3,0.3,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
356,56,24,2,0.4,88,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
357,38,42,1,2.0,81,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
358,30,141,2,4.33,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
359,32,32,1,1.9,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
360,35,55,4,1.3,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
361,43,153,2,7.5,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
362,58,113,2,1.4,270,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
363,25,30,2,1.7,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
364,54,29,3,1.0,148,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
365,57,174,1,6.8,466,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
366,50,35,1,0.3,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
367,32,98,2,2.0,175,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
368,63,30,2,1.0,159,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
369,31,58,2,2.5,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
370,36,25,4,1.0,147,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
371,58,19,4,0.7,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
372,56,44,4,0.7,174,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
373,49,20,4,1.0,111,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
374,30,98,2,3.1,220,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
375,33,90,3,1.6,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
376,45,61,3,0.7,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
377,30,40,4,2.0,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
378,47,38,2,2.1,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
379,25,28,2,1.7,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
380,63,34,1,1.5,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
381,55,73,2,2.3,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
382,65,133,4,2.0,0,1,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
383,44,53,1,0.2,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
384,51,21,4,0.6,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
385,35,40,3,0.9,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
386,30,41,4,1.7,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
387,31,82,4,1.8,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
388,54,100,4,3.4,0,1,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
389,45,155,1,7.0,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
390,45,45,1,0.2,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
391,58,9,3,0.3,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
392,54,48,4,1.8,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
393,53,18,4,0.1,109,0,1,1,1,1,Professional,Hold Securities and Deposit Account
394,33,80,4,3.4,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
395,60,64,2,2.8,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
396,50,29,4,0.1,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
397,26,48,3,0.7,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
398,54,23,2,0.4,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
399,28,84,4,0.2,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
400,36,179,3,6.6,0,1,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
401,29,30,4,1.5,112,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
402,54,93,1,4.9,133,0,0,1,1,1,Under Graduate,Hold CD Account
403,55,39,2,1.9,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
404,61,60,3,0.5,182,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
405,36,133,1,3.8,290,0,1,1,1,1,Under Graduate,Hold Securities and Deposit Account
406,45,125,1,2.4,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
407,64,58,1,1.8,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
408,60,89,2,2.8,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
409,49,82,1,2.67,125,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
410,47,110,2,3.3,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
411,60,54,4,2.3,0,0,1,0,0,0,Professional,Hold Securities account
412,45,89,4,1.9,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
413,32,42,3,2.3,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
414,52,41,3,1.9,0,0,0,0,0,1,Graduate,Does Not hold Securities and Deposit Account
415,35,38,4,1.0,124,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
416,40,85,2,0.4,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
417,53,83,4,1.0,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
418,27,33,4,1.0,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
419,58,50,4,2.1,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
420,47,58,4,3.6,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
421,28,115,4,3.1,0,1,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
422,46,145,2,6.3,0,0,1,1,1,0,Under Graduate,Hold Securities and Deposit Account
423,43,161,2,7.5,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
424,56,38,1,0.2,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
425,28,28,4,0.8,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
426,42,75,3,2.33,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
427,32,35,3,1.3,116,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
428,62,24,2,1.0,116,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
429,37,78,4,0.1,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
430,51,113,1,1.3,161,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
431,39,75,3,2.1,224,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
432,43,91,1,5.7,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
433,52,31,4,0.2,141,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
434,30,45,1,1.8,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
435,52,80,3,0.8,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
436,61,50,3,1.4,112,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
437,36,31,4,1.0,0,0,1,0,1,0,Graduate,Hold Securities account
438,58,113,2,3.8,119,1,0,1,1,1,Graduate,Hold CD Account
439,47,29,4,0.6,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
440,64,59,2,1.5,139,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
441,52,43,1,1.3,0,0,1,0,1,0,Graduate,Hold Securities account
442,58,122,1,3.0,115,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
443,48,29,1,1.0,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
444,64,91,2,0.0,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
445,58,65,3,2.2,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
446,47,22,1,1.0,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
447,49,71,1,1.4,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
448,31,60,4,2.0,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
449,61,60,3,2.0,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
450,51,69,1,0.3,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
451,28,48,2,1.75,89,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
452,39,21,3,0.2,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
453,54,53,4,2.8,0,0,1,0,0,0,Graduate,Hold Securities account
454,50,29,3,0.9,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
455,30,60,4,2.2,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
456,64,42,3,0.5,116,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
457,29,69,3,0.3,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
458,48,20,1,1.0,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
459,35,200,2,3.0,458,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
460,60,141,2,2.1,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
461,55,81,2,3.7,0,0,1,0,0,0,Under Graduate,Hold Securities account
462,29,183,3,8.3,0,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
463,48,149,2,5.5,0,1,1,1,1,0,Graduate,Hold Securities and Deposit Account
464,43,83,4,3.6,0,1,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
465,66,35,1,1.9,172,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
466,25,13,2,0.9,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
467,45,39,1,2.4,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
468,34,21,1,0.5,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
469,48,10,2,0.7,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
470,32,84,4,1.8,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
471,50,30,4,0.1,161,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
472,43,31,4,0.3,156,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
473,64,182,1,1.2,547,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
474,60,114,2,6.9,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
475,43,152,3,6.1,0,1,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
476,60,53,1,0.8,0,0,1,0,0,1,Graduate,Hold Securities account
477,64,24,4,0.4,78,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
478,44,150,2,3.3,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
479,60,132,2,6.0,470,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
480,54,68,3,1.6,0,0,0,0,1,1,Professional,Does Not hold Securities and Deposit Account
481,33,53,1,1.2,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
482,56,173,1,4.6,88,1,0,1,1,0,Graduate,Hold CD Account
483,29,30,3,1.0,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
484,25,113,2,0.2,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
485,60,15,1,0.8,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
486,55,84,2,3.7,304,0,1,0,1,0,Under Graduate,Hold Securities account
487,39,88,4,1.4,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
488,37,43,3,2.8,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
489,53,43,2,2.1,0,0,0,1,1,1,Professional,Hold CD Account
490,34,90,2,2.7,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
491,42,34,4,0.3,104,0,1,0,1,0,Under Graduate,Hold Securities account
492,60,38,4,1.3,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
493,50,173,1,1.0,0,0,0,0,1,1,Under Graduate,Does Not hold Securities and Deposit Account
494,41,160,2,8.0,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
495,25,44,4,0.6,0,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
496,50,83,2,0.4,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
497,48,94,4,2.6,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
498,32,43,1,2.1,0,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
499,50,42,3,1.7,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
500,59,34,2,0.3,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
501,50,39,3,1.9,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
502,44,70,1,0.1,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
503,31,39,4,1.8,185,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
504,40,44,3,2.0,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
505,36,69,3,3.1,0,1,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
506,51,44,3,0.9,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
507,64,32,3,0.1,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
508,47,15,2,0.7,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
509,52,118,2,6.8,112,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
510,51,62,1,1.3,221,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
511,31,82,4,2.2,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
512,39,54,3,3.0,108,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
513,30,48,1,2.1,0,0,0,0,0,0,Professional,Does Not hold Securities and Deposit Account
514,27,74,3,0.3,0,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
515,41,113,1,1.0,211,0,0,0,0,1,Professional,Does Not hold Securities and Deposit Account
516,53,81,3,1.7,0,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
517,54,43,3,1.0,169,0,0,0,0,0,Graduate,Does Not hold Securities and Deposit Account
518,28,34,1,1.8,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
519,34,48,1,2.5,105,0,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
520,61,54,4,1.2,129,0,0,0,1,1,Graduate,Does Not hold Securities and Deposit Account
521,48,75,4,1.4,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
522,36,72,1,2.8,224,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
523,56,39,4,0.9,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
524,24,75,4,0.2,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
525,64,79,2,2.8,179,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
526,26,205,1,6.33,271,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
527,33,65,2,0.1,89,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
528,64,122,4,0.2,378,1,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
529,39,82,1,0.8,0,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
530,54,21,2,0.2,0,0,0,0,0,1,Under Graduate,Does Not hold Securities and Deposit Account
531,32,50,4,2.1,0,0,1,1,1,1,Professional,Hold Securities and Deposit Account
532,62,39,2,2.8,113,0,0,1,1,1,Under Graduate,Hold CD Account
533,27,101,1,1.9,0,0,0,0,0,0,Under Graduate,Does Not hold Securities and Deposit Account
534,53,41,2,0.6,0,0,1,0,0,0,Professional,Hold Securities account
535,51,132,1,0.3,0,0,0,0,1,0,Under Graduate,Does Not hold Securities and Deposit Account
536,25,43,3,2.4,176,0,0,0,1,0,Graduate,Does Not hold Securities and Deposit Account
537,44,131,1,4.9,0,1,0,0,1,0,Professional,Does Not hold Securities and Deposit Account
